plaqueId	category	key	value
kings-college	themes	theme	Education
kings-royal-regiment-of-new-york	details	title	King's Royal Regiment of New York, The
kings-royal-regiment-of-new-york	details	text	Raised in 1775 under the command of Sir John Johnson, the "Royal Yorkers" was the largest loyalist corps in the Northern Department (the old Province of Quebec) during the American Revolution. When the regiment was disbanded, many of the men settled in townships bordering the St. Lawrence River.
kings-royal-regiment-of-new-york	location	region	Eastern Ontario
kings-royal-regiment-of-new-york	location	county	County of Frontenac
kings-royal-regiment-of-new-york	location	municipality	City of Kingston
kings-royal-regiment-of-new-york	location	address	In Confederation Park, opposite the city hall, Ontario Street, Kingston
kings-royal-regiment-of-new-york	themes	theme	War and conflict
kingston-observatory	details	title	Kingston Observatory, The
kingston-observatory	details	text	The first optical astronomical observatory in Ontario was established in Kingston in 1855 after a solar eclipse roused public interest in astronomical study. The observatory produced barometric readings, fixed meridians for surveying purposes, and provided a time service as well as recording astronomical observations.
kingston-observatory	location	region	Eastern Ontario
kingston-observatory	location	county	County of Frontenac
kingston-observatory	location	municipality	City of Kingston
kingston-observatory	location	address	At the site of the former observatory, City Park, Stuart and Barrie Streets, Kingston
kingston-observatory	themes	theme	Buildings and structures
kingston-observatory	themes	theme	Education
kingston-observatory	themes	theme	Scientific and technological innovations
kirkland-lake-gold-camp	details	title	Kirkland Lake Gold Camp, The
kirkland-lake-gold-camp	details	text	The discovery of gold in the vicinity of Kirkland Lake in 1911 led to the development of a highly lucrative mining industry in this part of northeastern Ontario. During peak-production years in the late 1930s, about 5,000 men were employed by mines in the region yielding an annual output valued at more than $30 million.
kirkland-lake-gold-camp	location	region	Northern Ontario
kirkland-lake-gold-camp	location	county	District of Timiskaming
kirkland-lake-gold-camp	location	municipality	Town of Kirkland Lake
kirkland-lake-gold-camp	location	address	Near the Toburn Vault, the remains of the original Tough-Oakes mine buildings, Highway 66, at the eastern approach to Kirkland Lake
kirkland-lake-gold-camp	themes	theme	Communities
kirkland-lake-gold-camp	themes	theme	Industry and trade
knesseth-israel-synagogue	details	title	Knesseth Israel Synagogue
knesseth-israel-synagogue	details	text	"The Junction Shul" was founded early in the 20th century in a building at the corner of Maria Street and Runnymede Road, with a congregation primarily of Polish and Russian Jews. As the congregation grew, construction of this building began in 1911 and it appears that services were first held here about 1913. Designed by the architectural firm Ellis and Connery, the exterior is simple and the interior evokes the splendour of Eastern Europe. Typical of orthodox synagogues, the hall of worship faces toward Jerusalem. The circular windows are divided into eighteen segments, the numerical value of the Hebrew word for life, "chai." This is now the oldest purpose-built synagogue building in Ontario still in use as a synagogue.
knesseth-israel-synagogue	location	region	Greater Toronto Area
knesseth-israel-synagogue	location	county	City of Toronto (District)
knesseth-israel-synagogue	location	municipality	City of Toronto
knesseth-israel-synagogue	location	address	On the grounds of the Knesseth Israel Synagogue at 56 Maria Street, Toronto
knesseth-israel-synagogue	themes	theme	Buildings and structures
knesseth-israel-synagogue	themes	theme	Religion
la-guayra-settlers	details	title	La Guayra Settlers, The
la-guayra-settlers	details	text	Named after their original destination in Venezuela, the La Guayra settlers were a group of Scottish emigrants who, unable to adapt to the tropical climate of South America, came to Upper Canada in 1827. John Galt, the superintendent of the Canada Company, helped them settle in and around Guelph.
la-guayra-settlers	location	region	Southwestern Ontario
la-guayra-settlers	location	county	County of Wellington
la-guayra-settlers	location	municipality	City of Guelph
la-guayra-settlers	location	address	In front of the Marden Library and Community Centre, 7368 Wellington Road 30, Guelph
la-guayra-settlers	themes	theme	Communities
la-salle-at-head-of-lake	details	title	La Salle at the Head of the Lake
la-salle-at-head-of-lake	details	text	In 1669, La Salle (1643-87) set out from Montreal on the first of several voyages of exploration seeking, ultimately, a passage to the Far East. On this particular trip, accompanied by the Sulpician missionaries Dollier and Galinée, he reached Burlington Bay, travelled inland for a time, and then returned to Montreal.
la-salle-at-head-of-lake	location	region	Greater Toronto Area
la-salle-at-head-of-lake	location	county	Regional Municipality of Halton
la-salle-at-head-of-lake	location	municipality	City of Burlington
la-salle-at-head-of-lake	location	address	In La Salle Park, North Shore Boulevard East, Burlington
la-salle-at-head-of-lake	themes	theme	Exploration
la-salle-at-head-of-lake	themes	theme	Franco-Ontarian heritage
la-salle-at-head-of-lake	themes	theme	Industry and trade
la-salle-at-head-of-lake	themes	theme	People
la-vase-portages	details	title	La Vase Portages
la-vase-portages	details	text	The three La Vase (Mud) portages, connecting Trout Lake with the La Vase River and Lake Nipissing, formed part of the historic canoe route to the west described by one despondent traveller as "an abominable marsh ... knee-deep in mud and tree-roots."
la-vase-portages	location	region	Northern Ontario
la-vase-portages	location	county	District of Nipissing
la-vase-portages	location	municipality	City of North Bay
la-vase-portages	location	address	On Highway 17, near the pond where the former portages began, about 4 km east of North Bay
la-vase-portages	themes	theme	Exploration
la-vase-portages	themes	theme	Franco-Ontarian heritage
la-vase-portages	themes	theme	Transportation systems and communications
lac-la-pluie-house-1818-1903	details	title	Lac La Pluie House 1818-1903
lac-la-pluie-house-1818-1903	details	text	The Hudson's Bay Company established Lac La Pluie House on this site in 1818. It was renamed Fort Frances in 1830 after a visit by Hudson's Bay Company Governor Sir George Simpson and Lady Frances Simpson. An important supply depot for expeditions travelling to the West and for early settlers in the district, Fort Frances became a Hudson's Bay Company store in 1898 and was destroyed by fire in 1903.
lac-la-pluie-house-1818-1903	location	region	Northern Ontario
lac-la-pluie-house-1818-1903	location	county	District of Rainy River
lac-la-pluie-house-1818-1903	location	municipality	Town of Fort Frances
lac-la-pluie-house-1818-1903	location	address	At the original site of the fort, 145 Third Street West, Fort Frances
lac-la-pluie-house-1818-1903	themes	theme	Buildings and structures
lac-la-pluie-house-1818-1903	themes	theme	Exploration
lac-la-pluie-house-1818-1903	themes	theme	Fur trade
lady-aberdeen-1857-1939	details	title	Lady Aberdeen 1857-1939
lady-aberdeen-1857-1939	details	text	Widely respected for her organizational skills and strong commitment to public service, Lady Aberdeen served as president of the International Council of Women from 1893 to 1939. During the Earl of Aberdeen's term as governor-general, she helped to form the National Council of Women of Canada.
lady-aberdeen-1857-1939	location	region	Ottawa
lady-aberdeen-1857-1939	location	county	City of Ottawa (District)
lady-aberdeen-1857-1939	location	municipality	City of Ottawa
lady-aberdeen-1857-1939	location	address	On the grounds of Rideau Hall, 1 Sussex Drive, Ottawa
lady-aberdeen-1857-1939	themes	theme	Organizations
lady-aberdeen-1857-1939	themes	theme	People
lady-aberdeen-1857-1939	themes	theme	Politics and law
lady-aberdeen-1857-1939	themes	theme	Women's history
lake-light	details	title	Lake Light, The
lake-light	details	text	The lighthouse at Gibraltar Point (now Hanlans Point) dates from 1808 and was one of the first to be built on the Great Lakes. In 1832, the tower was heightened and its stationary whale-oil lamp replaced by a revolving light.
lake-light	location	region	Greater Toronto Area
lake-light	location	county	City of Toronto (District)
lake-light	location	municipality	City of Toronto
lake-light	location	address	At the lighthouse, Gibraltar Point, Toronto Islands, Toronto
lake-light	themes	theme	Buildings and structures
lake-light	themes	theme	Transportation systems and communications
lake-nipissing	details	title	Lake Nipissing
lake-nipissing	details	text	When the glacial ice began to retreat about 9000 BC, the Nipissing Basin formed an eastern extension of Georgian Bay and drained into the Ottawa and Mattawa Rivers. With the gradual tilting of the land, the lake began to drain westward some 7,000 years later, thereby creating the French River.
lake-nipissing	location	region	Northern Ontario
lake-nipissing	location	county	District of Parry Sound
lake-nipissing	location	municipality	Municipality of Callander
lake-nipissing	location	address	At the lookout over the lake, Highway 11, about 1.5 km south of Callander
lake-nipissing	themes	theme	Environment
lakehead-university	details	title	Lakehead University
lakehead-university	details	text	In response to a brief outlining the need for an institution of higher education in northwestern Ontario, Lakehead Technical Institute was established in 1946. This body became part of the new Lakehead College in 1957 that, eight years later, was granted university status.
lakehead-university	location	region	Northern Ontario
lakehead-university	location	county	District of Thunder Bay
lakehead-university	location	municipality	City of Thunder Bay
lakehead-university	location	address	At the Centennial Building, Oliver Road, Lakehead University, Thunder Bay
lakehead-university	themes	theme	Buildings and structures
lakehead-university	themes	theme	Education
lanark-settlement-1820	details	title	Lanark Settlement 1820, The
lanark-settlement-1820	details	text	More than 3,000 settlers, many of them unemployed weavers from Scotland and discharged soldiers, were established on recently surveyed townships in the Bathurst District during 1820 and 1821. A depot was established at present-day Lanark to serve as the centre of the settlement.
lanark-settlement-1820	location	region	Eastern Ontario
lanark-settlement-1820	location	county	County of Lanark
lanark-settlement-1820	location	municipality	Township of Lanark Highlands
lanark-settlement-1820	location	address	On the grounds of the town hall, 75 George Street, Lanark
lanark-settlement-1820	themes	theme	Communities
lance-corporal-fred-fisher-vc-1894-1915	details	title	Lance-Corporal Fred Fisher, V.C. 1894-1915
lance-corporal-fred-fisher-vc-1894-1915	details	text	A native of St. Catharines, Fisher enlisted with the Canadian Expeditionary Force in 1914. He was posthumously awarded the Victoria Cross for his exceptional courage and skill in leading his machine gun detachment during the second battle of Ypres in April 1915.
lance-corporal-fred-fisher-vc-1894-1915	location	region	Niagara Falls and Region
lance-corporal-fred-fisher-vc-1894-1915	location	county	Regional Municipality of Niagara
lance-corporal-fred-fisher-vc-1894-1915	location	municipality	City of St. Catharines
lance-corporal-fred-fisher-vc-1894-1915	location	address	In Memorial Park, St. Paul Street West, St. Catharines
lance-corporal-fred-fisher-vc-1894-1915	themes	theme	People
lance-corporal-fred-fisher-vc-1894-1915	themes	theme	War and conflict
lang-mill	details	title	Lang Mill, The
lang-mill	details	text	The Allandale Flour Mill was built in 1846 by Thomas Short and by 1858 had become one of the largest mills in the region. Renamed the Lang Mill in the 1870s, it continued in operation until 1965 when it was purchased by the Otonabee Region Conservation Authority.
lang-mill	location	region	Central Ontario
lang-mill	location	county	County of Peterborough
lang-mill	location	municipality	Township of Otonabee-South Monaghan
lang-mill	location	address	At the restored mill, now part of a museum complex, County Road 34, about 3 km north of Keene
lang-mill	themes	theme	Buildings and structures
lang-mill	themes	theme	Environment
lang-mill	themes	theme	Industry and trade
last-fatal-duel-1833	details	title	Last Fatal Duel 1833, The
last-fatal-duel-1833	details	text	The participants in the last fatal duel fought in Upper Canada were two law students, John Wilson and Robert Lyon. Disparaging remarks by Lyon about Miss Elizabeth Hughes prompted the duel in which Lyon was mortally wounded.
last-fatal-duel-1833	location	region	Eastern Ontario
last-fatal-duel-1833	location	county	County of Lanark
last-fatal-duel-1833	location	municipality	Town of Perth
last-fatal-duel-1833	location	address	In front of the Inderwick House where the wounded Lyon was taken, now the property of the Ontario Heritage Trust, 66 Craig Street, Perth
last-fatal-duel-1833	themes	theme	Politics and law
last-spike-at-feist-lake	details	title	Last Spike at Feist Lake
last-spike-at-feist-lake	details	text	The federal government started to build a railway between Lake Superior and the prairies in 1875. Thousands of workers battled mosquitoes and blackflies as they cut trees, blasted granite, bridged chasms and filled in muskeg to complete the line. On June 19, 1882, the last spike was driven near Feist Lake.
last-spike-at-feist-lake	location	region	Northern Ontario
last-spike-at-feist-lake	location	county	District of Kenora
last-spike-at-feist-lake	location	municipality	Township of Machin
last-spike-at-feist-lake	location	address	At the pull-off at Little Joe Lake, Highway 17, 37 km west of Vermillion Bay
last-spike-at-feist-lake	themes	theme	Transportation systems and communications
laura-ingersoll-secord-1775-1868	details	title	Laura Ingersoll Secord 1775-1868
laura-ingersoll-secord-1775-1868	details	text	In June 1813, Laura Secord set out from her home at Queenston on a trek of 19 miles to Beaverdams to warn the British commander of an impending American attack. Her courage, tenacity and patriotism have made her Ontario's best-known heroine.
laura-ingersoll-secord-1775-1868	location	region	Niagara Falls and Region
laura-ingersoll-secord-1775-1868	location	county	Regional Municipality of Niagara
laura-ingersoll-secord-1775-1868	location	municipality	Town of Niagara-on-the-Lake
laura-ingersoll-secord-1775-1868	location	address	At her former home, now a museum, 29 Queenston Street, Queenston
laura-ingersoll-secord-1775-1868	themes	theme	People
laura-ingersoll-secord-1775-1868	themes	theme	War and conflict
laura-ingersoll-secord-1775-1868	themes	theme	Women's history
laurentian-university-of-sudbury	details	title	Laurentian University of Sudbury
laurentian-university-of-sudbury	details	text	Higher education in northern Ontario originated with the founding of Sacred Heart College in 1913, which later became the University of Sudbury. In 1960, Laurentian University was incorporated and the University of Sudbury, Huntingdon University, and subsequently Thorneloe University were federated with the new bilingual institution.
laurentian-university-of-sudbury	location	region	Northern Ontario
laurentian-university-of-sudbury	location	county	City of Greater Sudbury (District)
laurentian-university-of-sudbury	location	municipality	City of Greater Sudbury
laurentian-university-of-sudbury	location	address	At the entrance to the R.D. Parker Building, University Drive, Laurentian University, Sudbury
laurentian-university-of-sudbury	themes	theme	Buildings and structures
laurentian-university-of-sudbury	themes	theme	Education
laurentian-university-of-sudbury	themes	theme	Franco-Ontarian heritage
law-society-of-upper-canada-1797	details	title	Law Society of Upper Canada 1797, The
law-society-of-upper-canada-1797	details	text	The Law Society of Upper Canada was founded in 1797 at a meeting held at Wilson's Hotel in Newark (Niagara-on-the-Lake) to regulate the activities and responsibilities of the legal profession. In 1832, it moved to new quarters in Osgoode Hall in York (Toronto), where it is still housed.
law-society-of-upper-canada-1797	location	region	Niagara Falls and Region
law-society-of-upper-canada-1797	location	county	Regional Municipality of Niagara
law-society-of-upper-canada-1797	location	municipality	Town of Niagara-on-the-Lake
law-society-of-upper-canada-1797	location	address	Opposite 142 Queen Street, near the site of the former Wilson's Hotel, Niagara-on-the-Lake
law-society-of-upper-canada-1797	themes	theme	Organizations
law-society-of-upper-canada-1797	themes	theme	Politics and law
lawren-harris-1885-1970	details	title	Lawren Harris 1885-1970
lawren-harris-1885-1970	details	text	A bold use of colour and a clean sense of line distinguish the canvases of this Brantford-born painter. With fellow members of the Group of Seven, Harris did much to encourage public awareness and appreciation of Canadian art.
lawren-harris-1885-1970	location	region	Southwestern Ontario
lawren-harris-1885-1970	location	county	County of Brant (District)
lawren-harris-1885-1970	location	municipality	City of Brantford
lawren-harris-1885-1970	location	address	At Glenhyrst Art Gallery, Brantford
lawren-harris-1885-1970	themes	theme	Arts and culture
lawren-harris-1885-1970	themes	theme	People
lawson-site	details	title	Lawson Site, The
lawson-site	details	text	Archaeological excavations have revealed that a prehistoric Neutral village existed on this site about 1500. Named after the owners of the land when excavations began in the 1920s, the site is now owned by the University of Western Ontario.
lawson-site	location	region	Southwestern Ontario
lawson-site	location	county	County of Middlesex
lawson-site	location	municipality	City of London
lawson-site	location	address	At the entrance to the reconstructed native village, east of the London Museum of Archaeology, 1600 Attawandaron Road, London
lawson-site	themes	theme	Archaeology
lawson-site	themes	theme	Communities
lawson-site	themes	theme	First Nations
lecole-guigues-and-regulation-17	details	title	L’École Guigues and Regulation 17
lecole-guigues-and-regulation-17	details	text	L’École Guigues became the centre of minority-rights agitation in Ontario when in 1912 the provincial government issued a directive, commonly called Regulation 17, restricting French-language education. Mounting protests forced the government to moderate its policy and in 1927 bilingual schools were officially recognized.
lecole-guigues-and-regulation-17	location	region	Ottawa
lecole-guigues-and-regulation-17	location	county	City of Ottawa (District)
lecole-guigues-and-regulation-17	location	municipality	City of Ottawa
lecole-guigues-and-regulation-17	location	address	In front of the former school building, 159 Murray Street, Ottawa
lecole-guigues-and-regulation-17	themes	theme	Buildings and structures
lecole-guigues-and-regulation-17	themes	theme	Education
lecole-guigues-and-regulation-17	themes	theme	Franco-Ontarian heritage
letitia-youmans-1827-1896	details	title	Letitia Youmans 1827-1896
letitia-youmans-1827-1896	details	text	A school teacher and the devoted mother of a large household, Letitia Youmans became publicly active in temperance reform in 1874 when she organized a Women's Christian Temperance Union in Picton. She later served as the first president of the W.C.T.U. of Ontario, and of the federal organization.
letitia-youmans-1827-1896	location	region	Eastern Ontario
letitia-youmans-1827-1896	location	county	County of Prince Edward (District)
letitia-youmans-1827-1896	location	municipality	County of Prince Edward
letitia-youmans-1827-1896	location	address	At Glenwood Cemetery (where her grave is located), Grove Street, Picton
letitia-youmans-1827-1896	themes	theme	Education
letitia-youmans-1827-1896	themes	theme	People
letitia-youmans-1827-1896	themes	theme	Women's history
lieutenant-charles-davidson-dunbar-dcm-1870-1939	details	title	Lieutenant Charles Davidson Dunbar, D.C.M. 1870-1939
lieutenant-charles-davidson-dunbar-dcm-1870-1939	details	text	An internationally renowned military piper, Dunbar saw action in the Boer War and the First World War, and was highly honoured for both his gallantry and his musicianship.
lieutenant-charles-davidson-dunbar-dcm-1870-1939	location	region	Southwestern Ontario
lieutenant-charles-davidson-dunbar-dcm-1870-1939	location	county	City of Hamilton (District)
lieutenant-charles-davidson-dunbar-dcm-1870-1939	location	municipality	City of Hamilton
lieutenant-charles-davidson-dunbar-dcm-1870-1939	location	address	At the entrance to the armoury of the 91st Highlanders, James Street North, Hamilton
lieutenant-charles-davidson-dunbar-dcm-1870-1939	themes	theme	People
lieutenant-charles-davidson-dunbar-dcm-1870-1939	themes	theme	War and conflict
lieutenant-christopher-james-bell-rn-1795-1836	details	title	Lieutenant Christopher James Bell, R.N. 1795-1836
lieutenant-christopher-james-bell-rn-1795-1836	details	text	One of the first lumbermen in the Ottawa valley, Bell came to Upper Canada about 1817 after receiving a grant of some 800 acres of land. The sawmill and timber slide he built at the first chute on the Bonnechère River became the centre of a small milling community.
lieutenant-christopher-james-bell-rn-1795-1836	location	region	Eastern Ontario
lieutenant-christopher-james-bell-rn-1795-1836	location	county	County of Renfrew
lieutenant-christopher-james-bell-rn-1795-1836	location	municipality	Township of Horton
lieutenant-christopher-james-bell-rn-1795-1836	location	address	On County Road 1 at the  Bonnechère River in the vicinity of his former sawmill and timber slide, about 2 km southeast of Castleford
lieutenant-christopher-james-bell-rn-1795-1836	themes	theme	Industry and trade
lieutenant-christopher-james-bell-rn-1795-1836	themes	theme	People
lieutenant-christopher-james-bell-rn-1795-1836	themes	theme	Transportation systems and communications
lieutenant-colonel-cr-mccullough-1865-1947	details	title	Lieutenant-Colonel C.R. McCullough 1865-1947
lieutenant-colonel-cr-mccullough-1865-1947	details	text	With the intent of encouraging patriotism and national pride among Canadians, Bowmanville native Charles McCullough, along with four youthful companions, founded the Canadian Club movement. The first club was inaugurated in 1893.
lieutenant-colonel-cr-mccullough-1865-1947	location	region	Greater Toronto Area
lieutenant-colonel-cr-mccullough-1865-1947	location	county	Regional Municipality of Durham
lieutenant-colonel-cr-mccullough-1865-1947	location	municipality	Municipality of Clarington
lieutenant-colonel-cr-mccullough-1865-1947	location	address	Beside the town hall, 40 Temperance Street, Bowmanville
lieutenant-colonel-cr-mccullough-1865-1947	themes	theme	Organizations
lieutenant-colonel-cr-mccullough-1865-1947	themes	theme	People
lieutenant-colonel-edwin-albert-baker-1893-1968	details	title	Lieutenant-Colonel Edwin Albert Baker 1893-1968
lieutenant-colonel-edwin-albert-baker-1893-1968	details	text	As a result of being blinded while serving with the Canadian army in Belgium in 1914, Baker devoted his life to the rehabilitation and training of blind people. He played an instrumental role in the formation of the CNIB in 1918 and served as its managing director for more than 40 years.
lieutenant-colonel-edwin-albert-baker-1893-1968	location	region	Eastern Ontario
lieutenant-colonel-edwin-albert-baker-1893-1968	location	county	County of Lennox and Addington
lieutenant-colonel-edwin-albert-baker-1893-1968	location	municipality	Township of Loyalist
lieutenant-colonel-edwin-albert-baker-1893-1968	location	address	Near his birthplace at Beulah United Church, Highway 33, west of the floating bridge, just west of Amherstview
lieutenant-colonel-edwin-albert-baker-1893-1968	themes	theme	Education
lieutenant-colonel-edwin-albert-baker-1893-1968	themes	theme	Organizations
lieutenant-colonel-edwin-albert-baker-1893-1968	themes	theme	People
lieutenant-colonel-edwin-albert-baker-1893-1968	themes	theme	War and conflict
lieutenant-colonel-james-rogers-1726-1790	details	title	Lieutenant-Colonel James Rogers 1726-1790
lieutenant-colonel-james-rogers-1726-1790	details	text	A veteran of the Seven Years War and the American Revolution, in 1784 Rogers led a party of some 300 disbanded King's Rangers and their families to the Bay of Quinte where they were granted land in Fredericksburgh Township.
lieutenant-colonel-james-rogers-1726-1790	location	region	Eastern Ontario
lieutenant-colonel-james-rogers-1726-1790	location	county	County of Lennox and Addington
lieutenant-colonel-james-rogers-1726-1790	location	municipality	Town of Greater Napanee
lieutenant-colonel-james-rogers-1726-1790	location	address	On the grounds of St. Paul's Anglican Church, Highway 33, Sandhurst - just east of Adolphustown
lieutenant-colonel-james-rogers-1726-1790	themes	theme	Communities
lieutenant-colonel-james-rogers-1726-1790	themes	theme	People
lieutenant-colonel-james-rogers-1726-1790	themes	theme	War and conflict
lieutenant-colonel-john-bostwick-1780-1849	details	title	Lieutenant-Colonel John Bostwick 1780-1849
lieutenant-colonel-john-bostwick-1780-1849	details	text	A deputy-surveyor and close friend of Colonel Talbot, Bostwick laid out some of the earliest roads in the Talbot Settlement. Following the War of 1812, he began to develop his land holdings at the mouth of Kettle Creek, which in time became the village of Port Stanley.
lieutenant-colonel-john-bostwick-1780-1849	location	region	Southwestern Ontario
lieutenant-colonel-john-bostwick-1780-1849	location	county	County of Elgin
lieutenant-colonel-john-bostwick-1780-1849	location	municipality	Municipality of Central Elgin
lieutenant-colonel-john-bostwick-1780-1849	location	address	On the grounds of Christ Church, where his grave is located, Colborne and Melissa Streets, Port Stanley
lieutenant-colonel-john-bostwick-1780-1849	themes	theme	Communities
lieutenant-colonel-john-bostwick-1780-1849	themes	theme	People
lieutenant-colonel-john-bostwick-1780-1849	themes	theme	Transportation systems and communications
lieutenant-colonel-john-bostwick-1780-1849	themes	theme	War and conflict
lieutenant-colonel-john-butler-1725-1796	details	title	Lieutenant-Colonel John Butler 1725-1796
lieutenant-colonel-john-butler-1725-1796	details	text	By the end of the American Revolution John Butler's loyalist corps, supported by British regulars and native allies, had effectively contributed to the establishment of British control in the Great Lakes region. After the disbanding of Butler's Rangers in 1784, many of the men, including Butler himself, settled in the Niagara peninsula.
lieutenant-colonel-john-butler-1725-1796	location	region	Niagara Falls and Region
lieutenant-colonel-john-butler-1725-1796	location	county	Regional Municipality of Niagara
lieutenant-colonel-john-butler-1725-1796	location	municipality	Town of Niagara-on-the-Lake
lieutenant-colonel-john-butler-1725-1796	location	address	At Butler's Burying Ground, at the south end of Butler Street, Niagara-on-the-Lake
lieutenant-colonel-john-butler-1725-1796	themes	theme	People
lieutenant-colonel-john-butler-1725-1796	themes	theme	War and conflict
lieutenant-colonel-john-by-re	details	title	Lieutenant-Colonel John By, R.E.
lieutenant-colonel-john-by-re	details	text	Between 1802 and 1811, John By (c.1779-1836) was posted at Quebec City with the Royal Engineers. He worked on the construction of martello towers and several small canals along the St. Lawrence before being appointed to superintend construction of the Rideau Canal.
lieutenant-colonel-john-by-re	location	region	Eastern Ontario
lieutenant-colonel-john-by-re	location	county	United Counties of Leeds and Grenville
lieutenant-colonel-john-by-re	location	municipality	Township of Rideau Lakes
lieutenant-colonel-john-by-re	location	address	Near the locks at Jones Falls - on County Road 11 west from Highway 15
lieutenant-colonel-john-by-re	themes	theme	People
lieutenant-colonel-john-by-re	themes	theme	Scientific and technological innovations
lieutenant-colonel-john-by-re	themes	theme	Transportation systems and communications
lieutenant-colonel-john-by-re	themes	theme	War and conflict
lieutenant-colonel-john-by-re-1779-1836	details	title	Lieutenant-Colonel John By, R.E., 1779-1836
lieutenant-colonel-john-by-re-1779-1836	details	text	Born in Lambeth, John By served in Canada with the Royal Engineers (1802-11) reconstructing fortifications at Quebec. Later, he oversaw construction of the Rideau Canal, which was completed in 1832. The eastern terminus of the canal was called Bytown and later named Ottawa.
lieutenant-colonel-john-by-re-1779-1836	location	region	International
lieutenant-colonel-john-by-re-1779-1836	location	county	United Kingdom
lieutenant-colonel-john-by-re-1779-1836	location	municipality	London, England
lieutenant-colonel-john-by-re-1779-1836	location	address	At Lambeth Town Hall, Borough of Lambeth, London, England
lieutenant-colonel-john-by-re-1779-1836	themes	theme	People
lieutenant-colonel-john-by-re-1779-1836	themes	theme	Transportation systems and communications
lieutenant-colonel-john-by-re-1779-1836	themes	theme	War and conflict
lieutenant-colonel-john-mccrae-1872-19181174	details	title	Lieutenant-Colonel John McCrae, 1872-1918
lieutenant-colonel-john-mccrae-1872-19181174	details	text	The distinguished soldier, physician and poet was born and raised in Guelph, Ontario. John McCrae graduated from the University of Toronto in medicine, practised as a pathologist and taught medicine at McGill University in Montreal. In 1899, he served in the South African War as an officer with the Royal Canadian Field Artillery. At the outbreak of the First World War, he re-enlisted with the 1st Brigade, Canadian Field Artillery, as its Medical Officer. In 1915, contemplating the poppies growing amid the death and devastation at Ypres, Belgium, McCrae drafted the poem In Flanders Fields in memory of the dead. The poem appeared in Punch magazine that December and quickly became popular. Lieutenant-Colonel McCrae then served at No. 3 Canadian General Hospital in Boulogne as the Officer in Charge of Medicine. In January 1918, he died after contracting pneumonia and meningitis. McCrae is buried in Wimereux, France. McCrae’s poem eventually inspired the use of the poppy internationally as an iconic symbol of remembrance.
lieutenant-colonel-john-mccrae-1872-19181174	location	region	Southwestern Ontario
lieutenant-colonel-john-mccrae-1872-19181174	location	county	County of Wellington
lieutenant-colonel-john-mccrae-1872-19181174	location	municipality	City of Guelph
lieutenant-colonel-john-mccrae-1872-19181174	location	address	At the entrance gates to the Colonel John McCrae Memorial Garden and Cenotaph, at the corner of Water Street and McCrae Blvd., Guelph
lieutenant-colonel-john-mccrae-1872-19181174	themes	theme	Arts and culture
lieutenant-colonel-john-mccrae-1872-19181174	themes	theme	People
lieutenant-colonel-john-mccrae-1872-19181174	themes	theme	War and conflict
lieutenant-colonel-john-mccrae-1872-1918721	details	title	Lieutenant-Colonel John McCrae 1872-1918
lieutenant-colonel-john-mccrae-1872-1918721	details	text	Born in Guelph, McCrae was educated at the University of Toronto medical school. He served in the Canadian Medical Corps during the First World War and is best remembered as the author of In Flanders Fields. He died in 1918 and is buried at Wimereux Cemetery.
lieutenant-colonel-john-mccrae-1872-1918721	location	region	International
lieutenant-colonel-john-mccrae-1872-1918721	location	county	France
lieutenant-colonel-john-mccrae-1872-1918721	location	municipality	Wimereux
lieutenant-colonel-john-mccrae-1872-1918721	location	address	At Wimereux Cemetery near Boulogne, France
lieutenant-colonel-john-mccrae-1872-1918721	themes	theme	Arts and culture
lieutenant-colonel-john-mccrae-1872-1918721	themes	theme	People
lieutenant-colonel-john-mccrae-1872-1918721	themes	theme	Scientific and technological innovations
lieutenant-colonel-john-mccrae-1872-1918721	themes	theme	War and conflict
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	details	title	Lieutenant-Colonel Joseph Whiteside Boyle, D.S.O. 1867-1923
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	details	text	Known for many years as Klondike Joe, Boyle was a prospector in the Yukon where he invested in timber and electric power operations as well as gold dredging. His daring exploits during the Second World War, especially on behalf of the people of Romania, are legendary.
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	location	region	Southwestern Ontario
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	location	county	County of Oxford
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	location	municipality	City of Woodstock
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	location	address	At the Presbyterian Cemetery, where his grave is located, Vansittart Avenue, Woodstock
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	themes	theme	People
lieutenant-colonel-joseph-whiteside-boyle-dso-1867-1923	themes	theme	War and conflict
lieutenant-colonel-mahlon-burwell-1783-1846	details	title	Lieutenant-Colonel Mahlon Burwell 1783-1846
lieutenant-colonel-mahlon-burwell-1783-1846	details	text	A close associate of Colonel Talbot, Burwell officially surveyed vast areas of southwestern Upper Canada, including the revised line of the Talbot Road. The founder of Port Burwell and a prominent office holder in the region, Burwell served some 20 years in the provincial legislative assembly.
lieutenant-colonel-mahlon-burwell-1783-1846	location	region	Southwestern Ontario
lieutenant-colonel-mahlon-burwell-1783-1846	location	county	County of Elgin
lieutenant-colonel-mahlon-burwell-1783-1846	location	municipality	Municipality of Bayham
